address;code;date;room;price;url;title;lon;lat
175 Boulevard du Roi-du-Nord, Laval, QC H7L 1W6, Canada;1257329724;5-13-2017;b-appartement-condo-4-1-2;620;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/appartement-a-louer-st-rose-laval/1257329724;appartement a louer ST-ROSE LAVAL;-73.7811652;45.6097423
Québec City, QC G1E, Canada;1244564248;5-12-2017;b-appartement-condo-5-1-2;805;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/5-1-2-805-00-tout-inclus-chat-accepter/1244564248;5 1/2 $805,00 TOUT INCLUS CHAT ACCEPTER;-71.1912146;46.858489
3496 2e Av, Ville de Québec, QC G1L 3G6, Canada;1263989949;5-13-2017;b-appartement-condo-4-1-2;595;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-chauffe-595-mois/1263989949;4 1/2 chauffé $595/mois;-71.2450597;46.8419946
2381 Avenue Renouard, Ville de Québec, QC G1E 4C4, Canada;1240605467;5-13-2017;b-appartement-condo-4-1-2;720;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/beau-4-1-2-pres-des-services-secteur-beauport/1240605467;Beau  4 1/2  près  des  services ( secteur Beauport );-71.2116099;46.8541491
Québec City, QC G1L4H3, Canada;1258624124;5-13-2017;b-appartement-condo-5-1-2;885;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/dans-limoilou-grand-5-5-garage/1258624124;Dans Limoilou Grand 5,5 + Garage;-71.2444626;46.8272393
984, rue Pouliot, Québec, QC, G1V 3P2;1239710842;5-11-2017;b-appartement-condo-5-1-2;875;http://www.kijiji.ca/v-3-bedroom-apartments-condos/ville-de-quebec/grand-5-en-plein-coeur-de-ste-foy-pres-rte-de-leglise/1239710842?null;Grand 5½ en plein coeur de Ste-Foy / Près Rte de l'Église;-71.295393;46.7734809
355 Rue de la Tourelle, Ville de Québec, QC G1R 1G5, Canada;1263991795;5-13-2017;b-appartement-condo-4-1-2;635;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/beau-4-renove-entree-lav-secheuse-demi-sous-sol/1263991795;BEAU 4½ RÉNOVÉ ENTRÉE LAV/SECHEUSE DEMI SOUS SOL;-71.22454;46.8101342
4905 Rue Lionel-Groulx, Saint-Augustin-de-Desmaures, QC G3A 1Z5, Canada;1263978837;5-13-2017;b-appartement-condo-4-1-2;1825;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/condo-de-prestige-terrasses-du-seminaire-st-augustin-vue-sur/1263978837;CONDO DE PRESTIGE, TERRASSES DU SÉMINAIRE, ST-AUGUSTIN, VUE SUR;-71.383283;46.736673
1190 Rue Louis-Adolphe-Robitaille, Ville de Québec, QC, G1S 2M4;1254549879;5-12-2017;b-appartement-condo-4-1-2;1365;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/superbes-4-1-2-et-5-1-2-neufs-a-la-cite-verte/1254549879?null;Superbes 4 1/2 et 5 1/2 neufs à la Cité Verte;-71.2509863;46.7978668
339 Rue Julien, Ville de Québec, QC G1L 4C6, Canada;1231604398;5-13-2017;b-appartement-condo-3-1-2;585;http://www.kijiji.ca/v-appartement-condo-3-1-2/ville-de-quebec/grand-3-1-2-renove-dans-un-immeuble-tranquille-faites-vite/1231604398;GRAND 3 1/2 rénové- dans un immeuble tranquille faites vite!;-71.241049;46.823078
25 Boulevard Charest O, Ville de Québec, QC G1K 1X1, Canada;1263981255;5-13-2017;b-appartement-condo-4-1-2;690;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/loft/1263981255;loft;-71.2314305;46.8111656
270 Montée Saint-Régis, Saint-Constant, QC J5A 2E7, Canada;1263981473;5-13-2017;b-appartement-condo-3-1-2;1000;http://www.kijiji.ca/v-appartement-condo-3-1-2/ville-de-quebec/magnifique-condo-style-loft/1263981473;magnifique condo style loft;-73.5937446;45.3717474
2520, Av. de Monceaux, Québec, QC, G1T 2N7;1207910129;5-12-2017;b-appartement-condo-4-1-2;775;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/nouveaux-prix-grands-4-dans-le-secteur-sillery/1207910129?null;Nouveaux prix! Grands 4½ dans le secteur SILLERY;-71.2696525;46.766451
6271 Rue de la Griotte, Ville de Québec, QC G2J 1T7, Canada;1255880263;5-13-2017;b-appartement-condo-4-1-2;975;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/condo-4-1-2-lebourneuf/1255880263;Condo 4 1/2 (Lebourneuf);-71.284861;46.842495
320 Rue Marie-Chapelier, Ville de Québec, QC G1E 0B7, Canada;1263985008;5-13-2017;b-appartement-condo-4-1-2;970;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-beauport-recent-bail-a-ceder-1-mois-gratuit/1263985008;4 1/2 Beauport récent bail à céder 1 mois gratuit !;-71.1718275;46.8703669
1075 Rue Bouchette, Ville de Québec, QC G1J 1W8, Canada;1263978658;5-13-2017;b-appartement-condo-4-1-2;895;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/grand-4-1-2-renove-2014-urgent-libre-avant-le-1er-juillet/1263978658?null;Grand 4 1/2 Rénové (2014) URGENT - *Libre avant le 1er juillet*;-71.2301779;46.8347457
Ville de Québec, QC G1H6Y2;1263992320;5-13-2017;b-appartement-condo-4-1-2;765;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-de-gros-pin-a-charlesbourg-libre-en-juin-ou-juillet/1263992320;4 ½ DE GROS PIN A CHARLESBOURG  LIBRE En JUIN OU JUILLET;-71.2585744;46.8377778
6750 Rue Saint-Georges, Lévis, QC G6V 2M6, Canada;1263992537;5-13-2017;b-appartement-condo-4-1-2;840;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-sur-deux-etages-dans-un-duplex-a-levis/1263992537;4 1/2 sur deux étages dans un duplex à Lévis;-71.1732527;46.816191
1815 Rue des Herbes Sauvages, Québec City, QC G3J 0E6, Canada;1263983511;5-13-2017;b-appartement-condo-3-1-2;600;http://www.kijiji.ca/v-appartement-condo-3-1-2/ville-de-quebec/condo-a-louer/1263983511;condo à louer;-71.4462177;46.873969
Montreal, QC H4G2W4, Canada;1263887665;5-13-2017;b-appartement-condo-4-1-2;1300;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/beautiful-4-1-2-in-verdun-close-to-the-river-and-metro/1263887665?null;Beautiful 4 1/2 in Verdun close to the River and Metro;-73.5694456;45.458053
Québec City, QC G1L1Z1;1263994445;5-13-2017;b-appartement-condo-4-1-2;645;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-pres-hopital-st-francois-metrobus-possibilite-semi-meuble/1263994445;4 1/2 près hôpital St-François/Métrobus, possibilité semi-meublé;-71.240215;46.8309854
Ville de Québec, QC G1H3N3;1263992817;5-13-2017;b-appartement-condo-4-1-2;755;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/charlesbourg-4-chauffe-eau-chaude-compris-libre-en-juillet/1263992817;CHARLESBOURG 4 ½ CHAUFFÉ,EAU CHAUDE COMPRIS LIBRE EN JUILLET;-71.2459403;46.8465308
3475 Avenue Maricourt, Ville de Québec, QC G1W 2M4, Canada;1263994077;5-13-2017;b-appartement-condo-4-1-2;840;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/ste-foy-4-libre-juillet-un-mois-gratuit-tel:-418-657-3013/1263994077;Ste-Foy, 4½ libre  juillet, un mois gratuit Tél: 418 657 3013;-71.3189594;46.7603543
39 Rue de la Terrasse Orléans, Ville de Québec, QC G1E 5Y2, Canada;1263996575;5-13-2017;b-appartement-condo-4-1-2;700;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/beau-4-au-rez-de-chaussee-beauport-mai-juin-jul/1263996575;BEAU 4½ AU REZ-DE-CHAUSSÉE / BEAUPORT / (MAI-JUIN-JUL);-71.1748893;46.8680942
3080, rue Antoine-du-Verdier, bureau 101, Québec City, QC, G1W 4X9;1243182928;5-13-2017;b-appartement-condo-4-1-2;833;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/4-5-a-louer-les-appartements-du-verdier-3080-rue-antoine-du/1243182928?null;4.5 à louer Les Appartements du Verdier - 3080, rue Antoine-du-;-71.3047345;46.7680224
9020,9030,9040,Boulevard Mathieu, Québec, QC, G1G 3M5;1230195767;5-12-2017;b-appartement-condo-4-1-2;700;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/mois-gratuit-imppecable-4-boul-mathieu-charlesbourg-dispo/1230195767?enableSearchNavigationFlag=true&imageNumber=1;MOIS GRATUIT Imppecable! 4½  boul. Mathieu, Charlesbourg, dispo;-71.271958;46.870914
9020,9030,9040,Boulevard Mathieu, Québec, QC, G1G 3M5;1231780332;5-12-2017;b-appartement-condo-3-1-2;635;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/spacieux-securitaire-3-charlesbourg-libre-avril/1231780332?enableSearchNavigationFlag=true&imageNumber=4;Spacieux Sécuritaire 3½ Charlesbourg, Libre avril;-71.271958;46.870914
9020,9030,9040,Boulevard Mathieu, Québec, QC, G1G 3M5;1230555133;5-12-2017;b-appartement-condo-5-1-2;845;http://www.kijiji.ca/v-3-bedroom-apartments-condos/ville-de-quebec/mois-gratuit-impeccable-5-charlesbourg-disponible-maintenant/1230555133?enableSearchNavigationFlag=true&imageNumber=6;MOIS GRATUIT! Impeccable 5½ Charlesbourg DISPONIBLE MAINTENANT;-71.271958;46.870914
457 455 445 435 41e rue Ouest, Québec, QC, G1H 5M6;1185532321;5-12-2017;b-appartement-condo-4-1-2;685;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/promotion-mois-gratuit-4-pres-galeries-charlesbourg-renove/1185532321?enableSearchNavigationFlag=true&imageNumber=10;PROMOTION MOIS GRATUIT 4½ près Galeries Charlesbourg RÉNOVÉ;-71.2565429;46.838045
429 Rue la Valterie, Ville de Québec, QC G1C 8J1, Canada;1238956595;4-25-2017;b-appartement-condo-5-1-2;955;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/beau-logement-6-pieces-disponible-1er-juillet-2017-beauport/1238956595;Beau Logement 6 pièces, disponible 1er juillet 2017,Beauport;-71.2148695;46.8797825
368 Rue des Lilas O, Ville de Québec, QC G1L 1B5, Canada;1238073362;5-12-2017;b-appartement-condo-5-1-2;690;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/5-1-2-quebec-limoilou-des-lilas-ouest-chat-accepte/1238073362;5 1/2   QUÉBEC LIMOILOU DES LILAS OUEST CHAT ACCEPTÉ;-71.2599391;46.8348145
ave de Bergemont, Québec, QC, G1J 3T6;1235374310;5-12-2017;b-appartement-condo-4-1-2;1050;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/style-condo-4-limoilou-juillet-ou-avant/1235374310?null;Style Condo 4½ Limoilou - Juillet ou avant;-71.2312372;46.8362024
1060 Rue Raymond Casgrain, Ville de Québec, QC G1S 2E3, Canada;1137475913;5-12-2017;b-appartement-condo-4-1-2;960;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-960-immediatement-ou-pour-juillet-montcalm-chat-accepte/1137475913;4 1/2  960$ IMMÉDIATEMENT OU POUR JUILLET  MONTCALM CHAT ACCEPTÉ;-71.243969;46.797801
Québec City, QC G1V2H7, Canada;1258389789;5-12-2017;b-appartement-condo-3-1-2;670;http://www.kijiji.ca/v-appartement-condo-3-1-2/ville-de-quebec/superbe-3-1-2-balcon-montcalm/1258389789;Superbe 3 1/2 - Balcon - Montcalm;-71.2975375;46.7657604
Québec City, QC G1V2H7, Canada;1258387834;5-12-2017;b-appartement-condo-4-1-2;800;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/beau-4-1-2-balcon-quartier-montcalm/1258387834;Beau 4 1/2 - Balcon - Quartier  Montcalm;-71.2975375;46.7657604
21 Rue Fortier, Lévis, QC G6V 6K9, Canada;1247175410;5-12-2017;b-appartement-condo-4-1-2;695;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/levis-pres-kennedy-grand-4-1-2-et-5-1-2-et-3-1-2-a-louer/1247175410;lévis,près kennedy, grand 4 1/2,et 5 1/2 et 3 1/2 a louer,;-71.1846627;46.793027
2459 Rue Jean-Durand, Ville de Québec, QC G1V 4L2, Canada;1234088148;5-12-2017;b-appartement-condo-5-1-2;1110;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/5-1-2-pieces-tout-inclus-pres-cegep-ste-foy-universite-laval/1234088148;5 1/2 pièces tout inclus Près CEGEP Ste-Foy, université LAVAL;-71.2899314;46.7882945
2459 Rue Jean-Durand, Ville de Québec, QC G1V 4L2, Canada;1241550244;5-12-2017;b-appartement-condo-4-1-2;815;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/grand-4-1-2-piece-pres-cegep-de-ste-foy-universite-laval-rabais/1241550244;Grand 4 1/2 pièce près CEGEP de Ste-Foy, Université Laval(RABAIS;-71.2899314;46.7882945
766 Avenue de Norvège, Ville de Québec, QC G1X 3E8, Canada;1248641164;5-12-2017;b-appartement-condo-4-1-2;685;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-situe-dans-quebec-secteur-ste-foy-mois-gratuit/1248641164;4 1/2 Situé dans Québec secteur Ste-Foy  (MOIS GRATUIT);-71.3212075;46.7716151
4150 Rue de Gros Pin, Ville de Québec, QC G1H 6Y2, Canada;1263542152;5-12-2017;b-appartement-condo-5-1-2;870;http://www.kijiji.ca/v-appartement-condo-5-1-2/ville-de-quebec/5-1-2-tout-inclus-promotion/1263542152;5  1 /2 TOUT INCLUS / PROMOTION;-71.2589833;46.8380678
1190 Rue Louis-Adolphe-Robitaille, Ville de Québec, QC, G1S 2M4;1237837259;5-12-2017;b-appartement-condo-3-1-2;1100;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/superbes-3-neufs-a-la-cite-verte-juillet-2017/1237837259?null;Superbes 3 ½ neufs à la Cité Verte JUILLET 2017;-71.2509863;46.7978668
564 Rue Bayard, Ville de Québec, QC G1K 4T4, Canada;1261238830;5-12-2017;b-appartement-condo-4-1-2;760;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-sur-2-etages-style-condo-basse-ville-libre-20-juin/1261238830;4 1/2 sur 2 étages style condo basse ville, libre 20 juin;-71.2345169;46.8071172
Ville de Québec, QC G1X3T2, Canada;1263555369;5-12-2017;b-appartement-condo-4-1-2;730;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/grand-4-1-2-a-ste-foy-chauffe-pres-universite-cegep-metrobus/1263555369;Grand 4 1/2 à Ste-Foy, CHAUFFÉ, près Université, Cegep, métrobus;-71.3271057;46.7654321
569 Avenue Ste Thérèse, Ville de Québec, QC G1B 2S9, Canada;1257217394;5-12-2017;b-appartement-condo-4-1-2;665;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-beauport-cartier-residentiel/1257217394;4 1/2 Beauport, cartier résidentiel;-71.209442;46.8986629
380 rue de la Couronne, Québec, QC, G1K 0G5;1237837540;5-12-2017;b-appartement-condo-3-1-2;1530;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/3-1-2-style-condo-luxueux-avec-bureau-neuf-centre-ville/1237837540?null;3 1/2 STYLE CONDO LUXUEUX AVEC BUREAU - NEUF - CENTRE VILLE;-71.2249199;46.8145475
380 Couronne St, Québec City, QC, G1K 0G5;1263051992;5-10-2017;b-appartement-condo-3-1-2;1595;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/superbe-4-2-mois-gratuits-magnifique-vue-sur-la-ville/1263051992?null;SUPERBE 4 ½ - 2 MOIS GRATUITS - MAGNIFIQUE VUE SUR LA VILLE;-71.2249199;46.8145475
5350 Boulevard Henri-Bourassa, Québec, QC, G1H 6Y8;1251173478;5-12-2017;b-appartement-condo-4-1-2;885;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/impeccable-4-a-charlesbourg-renove-tout-inclus/1251173478?enableSearchNavigationFlag=true&imageNumber=14;IMPECCABLE 4½ À CHARLESBOURG - RÉNOVÉ - TOUT INCLUS !;-71.2501297;46.8512488
210 Rue de la Sapinière Dorion, Québec, QC, G1L 1A4;1260907453;5-12-2017;b-appartement-condo-4-1-2;795;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/grand-4-limoilou-juillet-renove-chauffe-eau-chaud/1260907453?enableSearchNavigationFlag=true&imageNumber=9;GRAND 4 ½ - LIMOILOU -  JUILLET - RÉNOVÉ  (CHAUFFÉ-EAU CHAUD;-71.255291;46.8375374
2655 Rue de la Picardie, Ville de Québec, QC G1V 4V1, Canada;1263580316;5-12-2017;b-appartement-condo-4-1-2;639;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-1-2-pour-1-juillet-dans-une-cooperative/1263580316;4 1/2 pour 1 juillet - dans une coopérative;-71.2888095;46.7734544
rue Franklin, Québec, QC, G1N 0B7;1237504017;5-12-2017;b-appartement-condo-4-1-2;950;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/magnifique-4-appartement-neuf-st-sauveur-juillet-ou-septembr/1237504017?null;Magnifique 4½ Appartement Neuf - St-Sauveur juillet ou septembr;-71.2366178;46.8056109
Québec City, QC G1X2M2, Canada;1246885768;5-12-2017;b-appartement-condo-4-1-2;800;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/418-654-6651-ou-jessylamarre-hotmail-com-418-658-8965/1246885768;418-654-6651 ou jessylamarre@hotmail.com 418-658-8965;-71.3098692;46.7775446
ave de Bergemont, Québec, QC, G1J 3T6;1254548807;5-12-2017;b-appartement-condo-4-1-2;699;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/beau-4-limoilou-juillet-ou-avant/1254548807?null;Beau 4½ Limoilou - Juillet ou avant;-71.2312372;46.8362024
Rue Saint-Vallier, Québec, QC, G1N 1C1;1232698985;5-12-2017;b-appartement-condo-3-1-2;499;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/3-renove-st-sauveur-juillet-ou-avant/1232698985?null;3½ Rénové St-Sauveur - Juillet ou avant;-71.2494095;46.8088067
ave Calixa-Lavallée, Québec, QC, G1R 4M8;1232698983;5-12-2017;b-appartement-condo-3-1-2;599;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/3-renove-montcalm-juillet-ou-avant/1232698983?null;3½ Rénové Montcalm - Juillet ou avant;-71.2044023;46.8129233
Rue Franklin, Québec, QC, G1N 0B7;1232698978;5-12-2017;b-appartement-condo-4-1-2;950;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/neuf-4-st-sauveur-juillet-ou-septembre/1232698978?null;NEUF 4½ St-Sauveur - Juillet ou Septembre;-71.2366178;46.8056109
457 455 445 435 41e rue Ouest, Québec, QC, G1H 5M6;1162085747;5-12-2017;b-appartement-condo-3-1-2;575;http://www.kijiji.ca/v-1-bedroom-den-apartments-condos/ville-de-quebec/mois-gratuit-tout-compris-3-henri-bour-et-gal-charlesbour/1162085747?enableSearchNavigationFlag=true&imageNumber=10;Mois gratuit! Tout compris! 3½ - Henri-Bour. et gal.charlesbour;-71.2565429;46.838045
285 295 90e Rue ouest, Québec, QC, G1G 2R9;1230555135;5-12-2017;b-appartement-condo-4-1-2;725;http://www.kijiji.ca/v-2-bedroom-apartments-condos/ville-de-quebec/mois-gratuit-4-a-louer-295-90e-rue-disponible-juillet/1230555135?enableSearchNavigationFlag=true&imageNumber=8;MOIS GRATUIT, 4½ à louer, 295, 90e rue - Disponible juillet;-71.2803538;46.8645397
Québec City, QC G1V3Y8, Canada;1049179534;5-12-2017;b-appartement-condo-3-1-2;750;http://www.kijiji.ca/v-appartement-condo-3-1-2/ville-de-quebec/ste-foy-immeubles-des-seigneurs/1049179534;STE-FOY IMMEUBLES DES SEIGNEURS;-71.2970596;46.7638021
1500 Rte de l'Église, Ville de Québec, QC G1W 3P6, Canada;1116895595;5-12-2017;b-appartement-condo-4-1-2;790;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-juilet-2885-ch-st-louis-ste-foy-tout-inclus/1116895595;4½ -JUILET 2885 CH. ST-LOUIS  STE-FOY,  TOUT INCLUS;-71.2820139;46.762204
Québec City, QC G1W3P5;1259080471;5-12-2017;b-appartement-condo-4-1-2;790;http://www.kijiji.ca/v-appartement-condo-4-1-2/ville-de-quebec/4-juillet-1500-rte-de-leglise-ste-foy-tout-inclus/1259080471;4½ JUILLET, 1500 RTE DE L'EGLISE STE-FOY  TOUT INCLUS;-71.2817416;46.7619171
